PA_PROC_ID,time_idx,Ano,Mes,Valor_Previsto_Mediana,Valor_Melhor_Cenario,Valor_Pior_Cenario
301010072,161,2028,6,116035784.0,109097410.0,119320850.0
301010072,162,2028,7,116333784.0,109549280.0,119341020.0
301010072,163,2028,8,116582790.0,109948170.0,119395260.0
301010072,164,2028,9,116788100.0,110298410.0,119466250.0
301010072,165,2028,10,116932580.0,110563620.0,119509340.0
301010072,166,2028,11,117016460.0,110735180.0,119502210.0
301010072,167,2028,12,117062800.0,110845740.0,119458344.0
301010072,168,2029,1,114731050.0,107902440.0,118941720.0
301010072,169,2029,2,115668760.0,109179880.0,119596550.0
301010072,170,2029,3,116432950.0,110278580.0,119896390.0
301010072,171,2029,4,116971950.0,111099976.0,119990260.0
301010072,172,2029,5,117344210.0,111685970.0,119987090.0
301010072,173,2029,6,117612060.0,112110080.0,119966230.0
301010072,174,2029,7,117826030.0,112456350.0,119959510.0
301010072,175,2029,8,118006700.0,112754830.0,119988830.0
301010072,176,2029,9,118167580.0,113028330.0,120043170.0
301010072,177,2029,10,118274110.0,113231080.0,120075870.0
301010072,178,2029,11,118337660.0,113364060.0,120065730.0
301010072,179,2029,12,118369064.0,113448104.0,120030184.0
301010072,180,2030,1,115918824.0,109924130.0,119445860.0
301010072,181,2030,2,116751780.0,111099140.0,120003830.0
301010072,182,2030,3,117419060.0,112090010.0,120232360.0
301010072,183,2030,4,117872616.0,112810360.0,120272670.0
301010072,184,2030,5,118175650.0,113310664.0,120238910.0
301010072,185,2030,6,118392330.0,113667780.0,120196270.0
301010072,186,2030,7,118562980.0,113951336.0,120176536.0
301010072,187,2030,8,118712500.0,114207630.0,120186930.0
301010072,188,2030,9,118841740.0,114435704.0,120226430.0
301010072,189,2030,10,118930780.0,114607900.0,120251220.0
301010072,190,2030,11,118982960.0,114720344.0,120240100.0
301010072,191,2030,12,119009320.0,114786420.0,120210750.0
301010072,192,2031,1,117229230.0,113990840.0,119088140.0
301010072,193,2031,2,117678440.0,114638110.0,119391200.0
301010072,194,2031,3,118028130.0,115173880.0,119500936.0
301010072,195,2031,4,118262200.0,115558670.0,119512690.0
301010072,196,2031,5,118414960.0,115820100.0,119485260.0
301010072,197,2031,6,118523864.0,116006320.0,119457370.0
301010072,198,2031,7,118610290.0,116155430.0,119444440.0
301010072,199,2031,8,118687480.0,116285150.0,119452700.0
301010072,200,2031,9,118754296.0,116405304.0,119473210.0
301010072,201,2031,10,118801720.0,116494590.0,119488370.0
301010072,202,2031,11,118828720.0,116550904.0,119485784.0
301010072,203,2031,12,118843976.0,116590570.0,119470500.0
301010072,204,2032,1,118543030.0,115986780.0,119926616.0
301010072,205,2032,2,118902980.0,116518480.0,120164300.0
301010072,206,2032,3,119176776.0,116949700.0,120242420.0
301010072,207,2032,4,119349410.0,117244990.0,120240640.0
301010072,208,2032,5,119462000.0,117445570.0,120212370.0
301010072,209,2032,6,119544480.0,117587970.0,120187830.0
301010072,210,2032,7,119606390.0,117696550.0,120173870.0
301010072,211,2032,8,119664710.0,117799230.0,120176904.0
301010072,212,2032,9,119715784.0,117890550.0,120194680.0
301010072,213,2032,10,119751600.0,117959330.0,120205680.0
301010072,214,2032,11,119773510.0,118004850.0,120204696.0
301010072,215,2032,12,119782440.0,118031250.0,120192760.0
301010072,216,2033,1,118933440.0,117536190.0,119639740.0
301010072,217,2033,2,119130696.0,117836140.0,119767590.0
301010072,218,2033,3,119276470.0,118073336.0,119804860.0
301010072,219,2033,4,119367090.0,118232616.0,119799900.0
301010072,220,2033,5,119424600.0,118337510.0,119781720.0
301010072,221,2033,6,119464720.0,118412270.0,119763900.0
301010072,222,2033,7,119497704.0,118470744.0,119755400.0
301010072,223,2033,8,119527540.0,118523730.0,119756590.0
301010072,224,2033,9,119554450.0,118571770.0,119766750.0
301010072,225,2033,10,119573896.0,118608800.0,119773520.0
301010072,226,2033,11,119584640.0,118633240.0,119772456.0
301010072,227,2033,12,119590480.0,118647520.0,119767320.0
301010072,228,2034,1,119474744.0,118482024.0,119953260.0
301010072,229,2034,2,119615550.0,118701390.0,120043520.0
301010072,230,2034,3,119716410.0,118870510.0,120065464.0
301010072,231,2034,4,119778770.0,118983620.0,120057230.0
301010072,232,2034,5,119818010.0,119056220.0,120042264.0
301010072,233,2034,6,119843920.0,119106890.0,120027300.0
301010072,234,2034,7,119866020.0,119146840.0,120020216.0
301010072,235,2034,8,119886750.0,119183140.0,120021610.0
301010072,236,2034,9,119905300.0,119217690.0,120027750.0
301010072,237,2034,10,119919070.0,119243736.0,120033650.0
301010072,238,2034,11,119927260.0,119260824.0,120034110.0
301010072,239,2034,12,119930600.0,119270780.0,120030024.0
301060029,120,2025,1,51565504.0,45252384.0,57205430.0
301060029,121,2025,2,52110030.0,46050696.0,57579960.0
301060029,122,2025,3,52575420.0,46729250.0,57667464.0
301060029,123,2025,4,52952170.0,47287324.0,57612270.0
301060029,124,2025,5,53255900.0,47739372.0,57485770.0
301060029,125,2025,6,53496264.0,48100920.0,57341120.0
301060029,126,2025,7,53684452.0,48403188.0,57201220.0
301060029,127,2025,8,53832744.0,48674904.0,57075980.0
301060029,128,2025,9,53942440.0,48914136.0,56959456.0
301060029,129,2025,10,54017172.0,49095470.0,56841290.0
301060029,130,2025,11,54065160.0,49213756.0,56726050.0
301060029,131,2025,12,54094820.0,49290280.0,56613024.0
301060029,132,2026,1,59003970.0,52698420.0,63815050.0
301060029,133,2026,2,59602690.0,53665228.0,64128230.0
301060029,134,2026,3,60056052.0,54396630.0,64146984.0
301060029,135,2026,4,60382850.0,54939000.0,64033320.0
301060029,136,2026,5,60627344.0,55346724.0,63873690.0
301060029,137,2026,6,60812976.0,55655496.0,63715784.0
301060029,138,2026,7,60952892.0,55902660.0,63579470.0
301060029,139,2026,8,61065490.0,56125810.0,63461740.0
301060029,140,2026,9,61144780.0,56325260.0,63355760.0
301060029,141,2026,10,61197230.0,56474776.0,63256210.0
301060029,142,2026,11,61224060.0,56572630.0,63147344.0
301060029,143,2026,12,61240110.0,56636784.0,63042270.0
301060029,144,2027,1,59104950.0,54842948.0,62039504.0
301060029,145,2027,2,59556396.0,55599096.0,62207760.0
301060029,146,2027,3,59883190.0,56170820.0,62167324.0
301060029,147,2027,4,60099030.0,56577016.0,62044492.0
301060029,148,2027,5,60246990.0,56859660.0,61906084.0
301060029,149,2027,6,60351256.0,57060920.0,61781508.0
301060029,150,2027,7,60427264.0,57217560.0,61677800.0
301060029,151,2027,8,60488704.0,57358870.0,61598240.0
301060029,152,2027,9,60531230.0,57479350.0,61531310.0
301060029,153,2027,10,60555148.0,57570584.0,61468576.0
301060029,154,2027,11,60567730.0,57630268.0,61403756.0
301060029,155,2027,12,60570656.0,57668736.0,61336856.0
301060029,156,2028,1,63067372.0,59692220.0,65277492.0
301060029,157,2028,2,63365000.0,60246996.0,65355464.0
301060029,158,2028,3,63577510.0,60655256.0,65268784.0
301060029,159,2028,4,63717976.0,60941780.0,65138616.0
301060029,160,2028,5,63813148.0,61135548.0,65002468.0
301060029,161,2028,6,63882960.0,61277936.0,64888708.0
301060029,162,2028,7,63933364.0,61387176.0,64796440.0
301060029,163,2028,8,63973044.0,61486690.0,64722290.0
301060029,164,2028,9,64000764.0,61574290.0,64662184.0
301060029,165,2028,10,64015132.0,61641990.0,64604296.0
301060029,166,2028,11,64021252.0,61686576.0,64544580.0
301060029,167,2028,12,64021348.0,61712304.0,64485910.0
301060029,168,2029,1,63651190.0,61448664.0,64956376.0
301060029,169,2029,2,63826464.0,61797228.0,64987480.0
301060029,170,2029,3,63949504.0,62049076.0,64913708.0
301060029,171,2029,4,64027200.0,62221464.0,64816052.0
301060029,172,2029,5,64079564.0,62339624.0,64722710.0
301060029,173,2029,6,64118764.0,62423290.0,64645720.0
301060029,174,2029,7,64147304.0,62490716.0,64583224.0
301060029,175,2029,8,64171444.0,62550370.0,64536636.0
301060029,176,2029,9,64187050.0,62607228.0,64497720.0
301060029,177,2029,10,64195376.0,62649684.0,64460770.0
301060029,178,2029,11,64197810.0,62677156.0,64422100.0
301060029,179,2029,12,64197270.0,62694836.0,64383464.0
301060029,180,2030,1,66393536.0,64082748.0,67682150.0
301060029,181,2030,2,66572664.0,64453316.0,67699656.0
301060029,182,2030,3,66696620.0,64720188.0,67602860.0
301060029,183,2030,4,66771010.0,64897636.0,67482880.0
301060029,184,2030,5,66821164.0,65015984.0,67374296.0
301060029,185,2030,6,66857776.0,65099936.0,67286880.0
301060029,186,2030,7,66884416.0,65165660.0,67219384.0
301060029,187,2030,8,66907984.0,65227710.0,67168510.0
301060029,188,2030,9,66922780.0,65283416.0,67127290.0
301060029,189,2030,10,66930250.0,65328064.0,67090516.0
301060029,190,2030,11,66931892.0,65358280.0,67048396.0
301060029,191,2030,12,66931336.0,65375348.0,67009788.0
301060029,192,2031,1,65443256.0,64396120.0,65931270.0
301060029,193,2031,2,65519080.0,64566456.0,65938716.0
301060029,194,2031,3,65569828.0,64686444.0,65892780.0
301060029,195,2031,4,65599960.0,64764492.0,65836908.0
301060029,196,2031,5,65618116.0,64814956.0,65785516.0
301060029,197,2031,6,65631404.0,64850044.0,65745188.0
301060029,198,2031,7,65642268.0,64878370.0,65715172.0
301060029,199,2031,8,65651550.0,64904892.0,65693932.0
301060029,200,2031,9,65657724.0,64929940.0,65676710.0
301060029,201,2031,10,65660890.0,64949588.0,65659852.0
301060029,202,2031,11,65660464.0,64961924.0,65642536.0
301060029,203,2031,12,65660290.0,64971090.0,65625140.0
301060029,204,2032,1,67975590.0,66667664.0,68507910.0
301060029,205,2032,2,68069040.0,66887884.0,68515816.0
301060029,206,2032,3,68129200.0,67040616.0,68451070.0
301060029,207,2032,4,68162664.0,67136790.0,68376420.0
301060029,208,2032,5,68182584.0,67196560.0,68310490.0
301060029,209,2032,6,68196984.0,67238990.0,68256990.0
301060029,210,2032,7,68209336.0,67272180.0,68219544.0
301060029,211,2032,8,68219600.0,67304770.0,68192360.0
301060029,212,2032,9,68226430.0,67335000.0,68170100.0
301060029,213,2032,10,68229650.0,67359816.0,68151510.0
301060029,214,2032,11,68229624.0,67375416.0,68130340.0
301060029,215,2032,12,68227240.0,67384390.0,68109120.0
301060029,216,2033,1,67302210.0,66648700.0,67506410.0
301060029,217,2033,2,67344696.0,66756932.0,67509180.0
301060029,218,2033,3,67370850.0,66830116.0,67478040.0
301060029,219,2033,4,67384330.0,66874000.0,67442670.0
301060029,220,2033,5,67392936.0,66903000.0,67410940.0
301060029,221,2033,6,67398860.0,66922084.0,67386100.0
301060029,222,2033,7,67404370.0,66938324.0,67368270.0
301060029,223,2033,8,67408990.0,66953856.0,67355340.0
301060029,224,2033,9,67411960.0,66969116.0,67346060.0
301060029,225,2033,10,67413624.0,66981496.0,67336950.0
301060029,226,2033,11,67413140.0,66989376.0,67327176.0
301060029,227,2033,12,67412300.0,66994508.0,67316970.0
301060029,228,2034,1,68901980.0,68112904.0,69128216.0
301060029,229,2034,2,68954776.0,68252470.0,69130880.0
301060029,230,2034,3,68985730.0,68344490.0,69087320.0
301060029,231,2034,4,69002380.0,68401280.0,69039410.0
301060029,232,2034,5,69011704.0,68435080.0,68997480.0
301060029,233,2034,6,69017740.0,68458460.0,68964296.0
301060029,234,2034,7,69023910.0,68477464.0,68941416.0
301060029,235,2034,8,69029670.0,68496110.0,68926310.0
301060029,236,2034,9,69032580.0,68514440.0,68914456.0
301060029,237,2034,10,69034536.0,68529440.0,68904890.0
301060029,238,2034,11,69034240.0,68539300.0,68893680.0
301060029,239,2034,12,69032770.0,68544860.0,68880590.0
301060061,120,2025,1,60880370.0,48923950.0,71587090.0
301060061,121,2025,2,62226820.0,50438108.0,72763760.0
301060061,122,2025,3,63470000.0,51855172.0,73633720.0
301060061,123,2025,4,64551704.0,53124388.0,74235170.0
301060061,124,2025,5,65415364.0,54162596.0,74600776.0
301060061,125,2025,6,66085780.0,54976820.0,74836904.0
301060061,126,2025,7,66628800.0,55666050.0,75025470.0
301060061,127,2025,8,67084716.0,56286724.0,75217120.0
301060061,128,2025,9,67484104.0,56859824.0,75414990.0
301060061,129,2025,10,67761130.0,57295856.0,75523140.0
301060061,130,2025,11,67930930.0,57577828.0,75538590.0
301060061,131,2025,12,68036190.0,57764780.0,75492760.0
301060061,132,2026,1,68508670.0,57677456.0,77856550.0
301060061,133,2026,2,69860580.0,59247564.0,78923384.0
301060061,134,2026,3,71118024.0,60729416.0,79691540.0
301060061,135,2026,4,72157384.0,62003476.0,80172240.0
301060061,136,2026,5,72939660.0,62994744.0,80425130.0
301060061,137,2026,6,73529430.0,63752948.0,80574460.0
301060061,138,2026,7,73992536.0,64365530.0,80696610.0
301060061,139,2026,8,74373440.0,64903708.0,80822700.0
301060061,140,2026,9,74693960.0,65390564.0,80961060.0
301060061,141,2026,10,74910616.0,65746764.0,81035050.0
301060061,142,2026,11,75033910.0,65978344.0,81031096.0
301060061,143,2026,12,75109900.0,66124420.0,80985340.0
301060061,144,2027,1,71288450.0,65069836.0,76366820.0
301060061,145,2027,2,72016410.0,65966596.0,76862910.0
301060061,146,2027,3,72647630.0,66763280.0,77181576.0
301060061,147,2027,4,73153624.0,67425060.0,77365816.0
301060061,148,2027,5,73539680.0,67939140.0,77461680.0
301060061,149,2027,6,73830500.0,68331440.0,77515240.0
301060061,150,2027,7,74060170.0,68651810.0,77561870.0
301060061,151,2027,8,74255336.0,68938510.0,77619976.0
301060061,152,2027,9,74421816.0,69198050.0,77689960.0
301060061,153,2027,10,74531464.0,69392370.0,77722310.0
301060061,154,2027,11,74599256.0,69522410.0,77717220.0
301060061,155,2027,12,74638530.0,69607130.0,77686990.0
301060061,156,2028,1,74324856.0,68974184.0,78292530.0
301060061,157,2028,2,74981940.0,69832360.0,78755576.0
301060061,158,2028,3,75541000.0,70577470.0,79027400.0
301060061,159,2028,4,75973140.0,71171900.0,79169740.0
301060061,160,2028,5,76291530.0,71619890.0,79227560.0
301060061,161,2028,6,76526350.0,71952710.0,79252450.0
301060061,162,2028,7,76709624.0,72221880.0,79272024.0
301060061,163,2028,8,76864056.0,72459600.0,79306740.0
301060061,164,2028,9,76990300.0,72672776.0,79349096.0
301060061,165,2028,10,77077530.0,72834120.0,79366700.0
301060061,166,2028,11,77121720.0,72935144.0,79352010.0
301060061,167,2028,12,77149000.0,73000430.0,79319780.0
301060061,168,2029,1,76281420.0,71819540.0,79317250.0
301060061,169,2029,2,76805120.0,72543640.0,79673270.0
301060061,170,2029,3,77238230.0,73153070.0,79855280.0
301060061,171,2029,4,77556080.0,73618210.0,79928270.0
301060061,172,2029,5,77788984.0,73963550.0,79942330.0
301060061,173,2029,6,77957370.0,74218950.0,79936460.0
301060061,174,2029,7,78095300.0,74429710.0,79937820.0
301060061,175,2029,8,78207384.0,74612296.0,79950030.0
301060061,176,2029,9,78303030.0,74782340.0,79972080.0
301060061,177,2029,10,78366060.0,74908104.0,79977840.0
301060061,178,2029,11,78397540.0,74986520.0,79960130.0
301060061,179,2029,12,78413370.0,75035950.0,79925730.0
301060061,180,2030,1,76893880.0,72809840.0,79550870.0
301060061,181,2030,2,77401590.0,73542800.0,79875176.0
301060061,182,2030,3,77806820.0,74139016.0,80016860.0
301060061,183,2030,4,78095976.0,74581064.0,80048790.0
301060061,184,2030,5,78298856.0,74898744.0,80034230.0
301060061,185,2030,6,78446470.0,75128370.0,80008650.0
301060061,186,2030,7,78560230.0,75312020.0,79993220.0
301060061,187,2030,8,78655000.0,75473570.0,79988600.0
301060061,188,2030,9,78735590.0,75622376.0,79996820.0
301060061,189,2030,10,78784320.0,75730800.0,79992370.0
301060061,190,2030,11,78807820.0,75798480.0,79967144.0
301060061,191,2030,12,78816984.0,75837850.0,79933630.0
301060061,192,2031,1,77797470.0,75635360.0,79127704.0
301060061,193,2031,2,78061870.0,76026696.0,79290520.0
301060061,194,2031,3,78270000.0,76342840.0,79350456.0
301060061,195,2031,4,78415096.0,76572200.0,79356840.0
301060061,196,2031,5,78513330.0,76732830.0,79339096.0
301060061,197,2031,6,78586264.0,76850940.0,79320450.0
301060061,198,2031,7,78641944.0,76943576.0,79306280.0
301060061,199,2031,8,78688184.0,77023780.0,79303680.0
301060061,200,2031,9,78728640.0,77100380.0,79306950.0
301060061,201,2031,10,78755224.0,77155800.0,79306460.0
301060061,202,2031,11,78767464.0,77190820.0,79294220.0
301060061,203,2031,12,78773760.0,77212910.0,79275070.0
301060061,204,2032,1,78683030.0,76870130.0,79732150.0
301060061,205,2032,2,78904800.0,77205200.0,79864856.0
301060061,206,2032,3,79076410.0,77472140.0,79909180.0
301060061,207,2032,4,79193660.0,77662610.0,79909740.0
301060061,208,2032,5,79272140.0,77794410.0,79893580.0
301060061,209,2032,6,79329150.0,77889320.0,79875410.0
301060061,210,2032,7,79373976.0,77963336.0,79864930.0
301060061,211,2032,8,79412780.0,78031770.0,79862030.0
301060061,212,2032,9,79446060.0,78093000.0,79866584.0
301060061,213,2032,10,79468020.0,78138800.0,79867270.0
301060061,214,2032,11,79478264.0,78166980.0,79858950.0
301060061,215,2032,12,79483890.0,78184740.0,79845640.0
301060061,216,2033,1,78896420.0,77947656.0,79415000.0
301060061,217,2033,2,79012810.0,78127624.0,79482216.0
301060061,218,2033,3,79101256.0,78269060.0,79502470.0
301060061,219,2033,4,79159940.0,78367224.0,79500584.0
301060061,220,2033,5,79199096.0,78434616.0,79489990.0
301060061,221,2033,6,79227016.0,78482410.0,79479160.0
301060061,222,2033,7,79248290.0,78519280.0,79472440.0
301060061,223,2033,8,79268150.0,78553980.0,79470940.0
301060061,224,2033,9,79284750.0,78584856.0,79473480.0
301060061,225,2033,10,79296100.0,78608320.0,79474620.0
301060061,226,2033,11,79302050.0,78623750.0,79470910.0
301060061,227,2033,12,79304110.0,78632180.0,79464240.0
301060061,228,2034,1,79251820.0,78629010.0,79581250.0
301060061,229,2034,2,79327860.0,78750024.0,79623570.0
301060061,230,2034,3,79385730.0,78844660.0,79634264.0
301060061,231,2034,4,79423180.0,78909680.0,79629304.0
301060061,232,2034,5,79447670.0,78952740.0,79620264.0
301060061,233,2034,6,79464850.0,78983450.0,79611680.0
301060061,234,2034,7,79478720.0,79007400.0,79606460.0
301060061,235,2034,8,79490910.0,79028800.0,79605540.0
301060061,236,2034,9,79501310.0,79048920.0,79606936.0
301060061,237,2034,10,79508536.0,79063550.0,79607920.0
301060061,238,2034,11,79512610.0,79073736.0,79605976.0
301060061,239,2034,12,79514504.0,79079730.0,79602270.0
301060096,120,2025,1,105661550.0,89708100.0,125567624.0
301060096,121,2025,2,107209130.0,91601470.0,127231690.0
301060096,122,2025,3,108687944.0,93422290.0,128206056.0
301060096,123,2025,4,110065970.0,95153140.0,128689190.0
301060096,124,2025,5,111296300.0,96694584.0,128844130.0
301060096,125,2025,6,112368056.0,98031260.0,128810740.0
301060096,126,2025,7,113308376.0,99269190.0,128694230.0
301060096,127,2025,8,114137630.0,100482580.0,128505940.0
301060096,128,2025,9,114856920.0,101648800.0,128290100.0
301060096,129,2025,10,115382020.0,102552920.0,127963150.0
301060096,130,2025,11,115762880.0,103195800.0,127560130.0
301060096,131,2025,12,116054160.0,103634730.0,127151820.0
301060096,132,2026,1,117149290.0,101790824.0,133748610.0
301060096,133,2026,2,119360660.0,104673840.0,135701650.0
301060096,134,2026,3,121167960.0,107052020.0,136738430.0
301060096,135,2026,4,122640920.0,109012264.0,137196900.0
301060096,136,2026,5,123806340.0,110559380.0,137286480.0
301060096,137,2026,6,124753600.0,111828450.0,137202050.0
301060096,138,2026,7,125533460.0,112926030.0,137058430.0
301060096,139,2026,8,126213150.0,113968504.0,136885310.0
301060096,140,2026,9,126772456.0,114947016.0,136687840.0
301060096,141,2026,10,127177496.0,115695864.0,136431490.0
301060096,142,2026,11,127448950.0,116193310.0,136107520.0
301060096,143,2026,12,127654500.0,116548440.0,135758140.0
301060096,144,2027,1,116839680.0,107152310.0,126744030.0
301060096,145,2027,2,118577910.0,109440970.0,127799630.0
301060096,146,2027,3,119972840.0,111311630.0,128382220.0
301060096,147,2027,4,121028300.0,112775200.0,128634664.0
301060096,148,2027,5,121806390.0,113870780.0,128681030.0
301060096,149,2027,6,122381390.0,114692500.0,128627380.0
301060096,150,2027,7,122843720.0,115365370.0,128568540.0
301060096,151,2027,8,123227600.0,115980780.0,128503050.0
301060096,152,2027,9,123554080.0,116542456.0,128454020.0
301060096,153,2027,10,123796216.0,116987530.0,128360720.0
301060096,154,2027,11,123968880.0,117304110.0,128227130.0
301060096,155,2027,12,124097430.0,117530170.0,128070570.0
301060096,156,2028,1,127322380.0,119714010.0,134924200.0
301060096,157,2028,2,128353060.0,121321280.0,135508060.0
301060096,158,2028,3,129125256.0,122538104.0,135644350.0
301060096,159,2028,4,129686600.0,123444180.0,135558060.0
301060096,160,2028,5,130092780.0,124102136.0,135359760.0
301060096,161,2028,6,130409060.0,124609980.0,135156930.0
301060096,162,2028,7,130659280.0,125032640.0,134967230.0
301060096,163,2028,8,130870140.0,125423930.0,134802080.0
301060096,164,2028,9,131039550.0,125788410.0,134655900.0
301060096,165,2028,10,131164904.0,126080190.0,134493250.0
301060096,166,2028,11,131246130.0,126278260.0,134316460.0
301060096,167,2028,12,131305920.0,126420730.0,134135416.0
301060096,168,2029,1,129092640.0,124168850.0,133961760.0
301060096,169,2029,2,129575330.0,125015310.0,134120740.0
301060096,170,2029,3,129950970.0,125663096.0,134041200.0
301060096,171,2029,4,130228920.0,126151350.0,133873304.0
301060096,172,2029,5,130437580.0,126519600.0,133676290.0
301060096,173,2029,6,130601190.0,126803670.0,133502060.0
301060096,174,2029,7,130741370.0,127054680.0,133351920.0
301060096,175,2029,8,130861890.0,127290456.0,133228530.0
301060096,176,2029,9,130957880.0,127514120.0,133121280.0
301060096,177,2029,10,131025070.0,127691096.0,133005420.0
301060096,178,2029,11,131069170.0,127816220.0,132882660.0
301060096,179,2029,12,131097740.0,127900120.0,132754216.0
301060096,180,2030,1,133556660.0,128897270.0,138128060.0
301060096,181,2030,2,133954024.0,129637140.0,138162340.0
301060096,182,2030,3,134275040.0,130225940.0,137996100.0
301060096,183,2030,4,134508960.0,130662790.0,137762880.0
301060096,184,2030,5,134683800.0,130986780.0,137531970.0
301060096,185,2030,6,134823400.0,131242230.0,137334060.0
301060096,186,2030,7,134939890.0,131458900.0,137178690.0
301060096,187,2030,8,135040370.0,131669240.0,137047360.0
301060096,188,2030,9,135122560.0,131869310.0,136935580.0
301060096,189,2030,10,135175820.0,132031100.0,136822500.0
301060096,190,2030,11,135212020.0,132142424.0,136701630.0
301060096,191,2030,12,135239650.0,132220936.0,136583920.0
301060096,192,2031,1,133713180.0,130900424.0,136082510.0
301060096,193,2031,2,133953380.0,131371576.0,136120350.0
301060096,194,2031,3,134136740.0,131730824.0,136020850.0
301060096,195,2031,4,134267310.0,131991710.0,135885390.0
301060096,196,2031,5,134358860.0,132179220.0,135743660.0
301060096,197,2031,6,134430910.0,132322696.0,135624750.0
301060096,198,2031,7,134494160.0,132447040.0,135532020.0
301060096,199,2031,8,134547260.0,132564584.0,135460780.0
301060096,200,2031,9,134591970.0,132678580.0,135399950.0
301060096,201,2031,10,134621580.0,132768260.0,135339580.0
